#######################;;;;;;;;;;;X
# muster; -1- ; -2- ; -3- ; -4- ; -5- ; -6- ;; -8- ;;;X
#######################;;;;;;;;;;;X
#######################;;;;;;;;;;;X
#Most of the list elaborated by Kretoxian;;;;;;;;;;;X
#Thanks to Horton13 for helping me so much;;;;;;;;;;;X
#######################;;;;;;;;;;;X
# Majors;;;;;;;;;;;X
# England;;;;;;;;;;;X
# England land brigades;;;;;;;;;;;X
#BRIG_MODEL_ENG_35_1;BL 15-inch howitzer;BL 15-inch howitzer;BL 15-inch howitzer;BL 15-inch howitzer;BL 15-inch howitzer;BL 15-inch howitzer;;BL 15-inch howitzer;;;X
BRIG_MODEL_ENG_35_1;BL 8-inch howitzer Mark VII;BL 8-inch howitzer Mark VII;BL 8-inch howitzer Mark VII;BL 8-inch howitzer Mark VII;BL 8-inch howitzer Mark VII;BL 8-inch howitzer Mark VII;;BL 8-inch howitzer Mark VII;;;X
BRIG_MODEL_ENG_35_2;BL 8-inch howitzer Mark VIII;BL 8-inch howitzer Mark VIII;BL 8-inch howitzer Mark VIII;BL 8-inch howitzer Mark VIII;BL 8-inch howitzer Mark VIII;BL 8-inch howitzer Mark VIII;;BL 8-inch howitzer Mark VIII;;;X
BRIG_MODEL_ENG_35_4;240 mm howitzer M1 'Black Dragon';240 mm howitzer M1 'Black Dragon';240 mm howitzer M1 'Black Dragon';240 mm howitzer M1 'Black Dragon';240 mm howitzer M1 'Black Dragon';240 mm howitzer M1 'Black Dragon';;240 mm howitzer M1 'Black Dragon';;;X
BRIG_MODEL_ENG_42_0;Westland Gazelle AH.1;Westland Gazelle AH.1;Westland Gazelle AH.1;Westland Gazelle AH.1;Westland Gazelle AH.1;Westland Gazelle AH.1;;Westland Gazelle AH.1;;;X
BRIG_MODEL_ENG_42_1;Westland Lynx AH.1;Westland Lynx AH.1;Westland Lynx AH.1;Westland Lynx AH.1;Westland Lynx AH.1;Westland Lynx AH.1;;Westland Lynx AH.1;;;X
BRIG_MODEL_ENG_42_2;Westland Lynx AH.5;Westland Lynx AH.5;Westland Lynx AH.5;Westland Lynx AH.5;Westland Lynx AH.5;Westland Lynx AH.5;;Westland Lynx AH.5;;;X
BRIG_MODEL_ENG_42_3;Agusta Westland AH Mk 1 Apache;Agusta Westland AH Mk 1 Apache;Agusta Westland AH Mk 1 Apache;Agusta Westland AH Mk 1 Apache;Agusta Westland AH Mk 1 Apache;Agusta Westland AH Mk 1 Apache;;Agusta Westland AH Mk 1 Apache;;;X
BRIG_MODEL_ENG_43_0;BAC 167 Strikemaster;BAC 167 Strikemaster;BAC 167 Strikemaster;BAC 167 Strikemaster;BAC 167 Strikemaster;BAC 167 Strikemaster;;BAC 167 Strikemaster;;;X
BRIG_MODEL_ENG_45_0;Air Assault Brig. '51 (Westland Whirlwind HAR.2);Air Assault Brig. '51 (Westland Whirlwind HAR.2);Air Assault Brig. '51 (Westland Whirlwind HAR.2);Air Assault Brig. '51 (Westland Whirlwind HAR.2);Air Assault Brig. '51 (Westland Whirlwind HAR.2);Air Assault Brig. '51 (Westland Whirlwind HAR.2);;Air Assault Brig. '51 (Westland Whirlwind HAR.2);;;X
BRIG_MODEL_ENG_45_1;Air Assault Brig. '60 (Westland Wessex HC.2);Air Assault Brig. '60 (Westland Wessex HC.2);Air Assault Brig. '60 (Westland Wessex HC.2);Air Assault Brig. '60 (Westland Wessex HC.2);Air Assault Brig. '60 (Westland Wessex HC.2);Air Assault Brig. '60 (Westland Wessex HC.2);;Air Assault Brig. '60 (Westland Wessex HC.2);;;X
BRIG_MODEL_ENG_45_2;Air Assault Brig. '74 (Westland Puma HC Mk.1);Air Assault Brig. '74 (Westland Puma HC Mk.1);Air Assault Brig. '74 (Westland Puma HC Mk.1);Air Assault Brig. '74 (Westland Puma HC Mk.1);Air Assault Brig. '74 (Westland Puma HC Mk.1);Air Assault Brig. '74 (Westland Puma HC Mk.1);;Air Assault Brig. '74 (Westland Puma HC Mk.1);;;X
BRIG_MODEL_ENG_45_3;Air Assault Brig. '89 (AgustaWestland Merlin HC.3);Air Assault Brig. '89 (AgustaWestland Merlin HC.3);Air Assault Brig. '89 (AgustaWestland Merlin HC.3);Air Assault Brig. '89 (AgustaWestland Merlin HC.3);Air Assault Brig. '89 (AgustaWestland Merlin HC.3);Air Assault Brig. '89 (AgustaWestland Merlin HC.3);;Air Assault Brig. '89 (AgustaWestland Merlin HC.3);;;X
BRIG_MODEL_ENG_53_0;Hawker Siddeley Harrier GR.1A;Hawker Siddeley Harrier GR.1A;Hawker Siddeley Harrier GR.1A;Hawker Siddeley Harrier GR.1A;Hawker Siddeley Harrier GR.1A;Hawker Siddeley Harrier GR.1A;;Hawker Siddeley Harrier GR.1A;;;X
BRIG_MODEL_ENG_53_1;Hawker Siddeley Harrier GR.3;Hawker Siddeley Harrier GR.3;Hawker Siddeley Harrier GR.3;Hawker Siddeley Harrier GR.3;Hawker Siddeley Harrier GR.3;Hawker Siddeley Harrier GR.3;;Hawker Siddeley Harrier GR.3;;;X
BRIG_MODEL_ENG_53_2;British Aerospace Harrier II GR.5;British Aerospace Harrier II GR.5;British Aerospace Harrier II GR.5;British Aerospace Harrier II GR.5;British Aerospace Harrier II GR.5;British Aerospace Harrier II GR.5;;British Aerospace Harrier II GR.5;;;X
# England air brigades;;;;;;;;;;;X
BRIG_MODEL_ENG_15_0;Boulton Paul Defiant;Boulton Paul Defiant;Boulton Paul Defiant;Boulton Paul Defiant;Boulton Paul Defiant;Boulton Paul Defiant;;Boulton Paul Defiant;;;X
BRIG_MODEL_ENG_15_1;Westland Whirlwind;Westland Whirlwind;Westland Whirlwind;Westland Whirlwind;Westland Whirlwind;Westland Whirlwind;;Westland Whirlwind;;;X
BRIG_MODEL_ENG_15_2;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;;De Havilland Mosquito F Mk.II;;;X
BRIG_MODEL_ENG_15_3;Westland Welkin;Westland Welkin;Westland Welkin;Westland Welkin;Westland Welkin;Westland Welkin;;Westland Welkin;;;X
BRIG_MODEL_ENG_15_4;De Havilland Hornet;De Havilland Hornet;De Havilland Hornet;De Havilland Hornet;De Havilland Hornet;De Havilland Hornet;;De Havilland Hornet;;;X
BRIG_MODEL_ENG_15_5;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;;Hawker Hunter;;;X
BRIG_MODEL_ENG_15_6;Supermarine Scimitar;Supermarine Scimitar;Supermarine Scimitar;Supermarine Scimitar;Supermarine Scimitar;Supermarine Scimitar;;Supermarine Scimitar;;;X
BRIG_MODEL_ENG_26_0;Short S41;Short S41;Short S41;Short S41;Short S41;Short S41;;Short S41;;;X
BRIG_MODEL_ENG_26_1;Short Admiralty Type 81;Short Admiralty Type 81;Short Admiralty Type 81;Short Admiralty Type 81;Short Admiralty Type 81;Short Admiralty Type 81;;Short Admiralty Type 81;;;X
BRIG_MODEL_ENG_26_2;Felixstowe F2;Felixstowe F2;Felixstowe F2;Felixstowe F2;Felixstowe F2;Felixstowe F2;;Felixstowe F2;;;X
BRIG_MODEL_ENG_26_3;Fairey IIIF;Fairey IIIF;Fairey IIIF;Fairey IIIF;Fairey IIIF;Fairey IIIF;;Fairey IIIF;;;X
BRIG_MODEL_ENG_26_4;Supermarine Seagull;Supermarine Seagull;Supermarine Seagull;Supermarine Seagull;Supermarine Seagull;Supermarine Seagull;;Supermarine Seagull;;;X
BRIG_MODEL_ENG_26_5;Supermarine Walrus;Supermarine Walrus;Supermarine Walrus;Supermarine Walrus;Supermarine Walrus;Supermarine Walrus;;Supermarine Walrus;;;X
BRIG_MODEL_ENG_26_6;Fairey Seafox;Fairey Seafox;Fairey Seafox;Fairey Seafox;Fairey Seafox;Fairey Seafox;;Fairey Seafox;;;X
BRIG_MODEL_ENG_26_7;Supermarine Sea Otter;Supermarine Sea Otter;Supermarine Sea Otter;Supermarine Sea Otter;Supermarine Sea Otter;Supermarine Sea Otter;;Supermarine Sea Otter;;;X
BRIG_MODEL_ENG_31_0;Fairey Flycatcher/Avro Bison;Fairey Flycatcher/Avro Bison;Fairey Flycatcher/Avro Bison;Fairey Flycatcher/Avro Bison;Fairey Flycatcher/Avro Bison;Fairey Flycatcher/Avro Bison;;Fairey Flycatcher/Avro Bison;;;X
BRIG_MODEL_ENG_31_1;Hawker Osprey/Fairey Seal;Hawker Osprey/Fairey Seal;Hawker Osprey/Fairey Seal;Hawker Osprey/Fairey Seal;Hawker Osprey/Fairey Seal;Hawker Osprey/Fairey Seal;;Hawker Osprey/Fairey Seal;;;X
BRIG_MODEL_ENG_31_2;/Fairey Swordfish;/Fairey Swordfish;/Fairey Swordfish;/Fairey Swordfish;/Fairey Swordfish;/Fairey Swordfish;;/Fairey Swordfish;;;X
BRIG_MODEL_ENG_31_3;Sea Hurricane/;Sea Hurricane/;Sea Hurricane/;Sea Hurricane/;Sea Hurricane/;Sea Hurricane/;;Sea Hurricane/;;;X
BRIG_MODEL_ENG_31_5;Corsair IV/Barracuda II;Corsair IV/Barracuda II;Corsair IV/Barracuda II;Corsair IV/Barracuda II;Corsair IV/Barracuda II;Corsair IV/Barracuda II;;Corsair IV/Barracuda II;;;X
BRIG_MODEL_ENG_31_7;Sea Hawk/;Sea Hawk/;Sea Hawk/;Sea Hawk/;Sea Hawk/;Sea Hawk/;;Sea Hawk/;;;X
BRIG_MODEL_ENG_31_8;Sea Venom/;Sea Venom/;Sea Venom/;Sea Venom/;Sea Venom/;Sea Venom/;;Sea Venom/;;;X
BRIG_MODEL_ENG_51_0;Avro Lancaster B.I Special;Avro Lancaster B.I Special;Avro Lancaster B.I Special;Avro Lancaster B.I Special;Avro Lancaster B.I Special;Avro Lancaster B.I Special;;Avro Lancaster B.I Special;;;X
BRIG_MODEL_ENG_51_1;Vickers Valiant B(K).1;Vickers Valiant B(K).1;Vickers Valiant B(K).1;Vickers Valiant B(K).1;Vickers Valiant B(K).1;Vickers Valiant B(K).1;;Vickers Valiant B(K).1;;;X
BRIG_MODEL_ENG_51_2;Vickers VC10K2;Vickers VC10K2;Vickers VC10K2;Vickers VC10K2;Vickers VC10K2;Vickers VC10K2;;Vickers VC10K2;;;X
BRIG_MODEL_ENG_51_3;Handley Page Victor K.2;Handley Page Victor K.2;Handley Page Victor K.2;Handley Page Victor K.2;Handley Page Victor K.2;Handley Page Victor K.2;;Handley Page Victor K.2;;;X
BRIG_MODEL_ENG_51_4;Lockheed TriStar K.1;Lockheed TriStar K.1;Lockheed TriStar K.1;Lockheed TriStar K.1;Lockheed TriStar K.1;Lockheed TriStar K.1;;Lockheed TriStar K.1;;;X
