#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
########################################;;;;;;;;;;;X
#  Division Description;;;;;;;;;;;X
########################################;;;;;;;;;;;X
NAME_PARATROOPER;Paratroops;Parachutistes;Paracadutisti;Paracaidistas;Fallschirmjäger;Spadochroniarze;;ÂÄÂ;;;X
NAME_MARINE;Marines;Troupes d'assaut amphibie;Marine;Inf. marina;Marineinfanterie;Piechota morska;;Ìîðñêàÿ ïåõîòà;;;X
NAME_BERGSJAEGER;Mountain;Troupes alpines;Alpini;Montaña;Gebirgsjäger;Strzelcy górscy;;Ãîðíîñòðåëêè;;;X
NAME_MILITIA;Militia;Milice;Milizia;Milicia;Miliz;Milicja;;Îïîë÷åíèå;;;X
NAME_GARRISON;Garrison;Garnison;Presidio;Guarnición;Garnison;Garnizon;;Ãàðíèçîí;;;X
NAME_HQ;HQ;QG;QG;EM;HQ;Dowodzenia;;Øòàá;;;X
NAME_FIGHTER;Fighters;Chasseur;Caccia;Cazas;Jäger;Myœliwiec;;Èñòðåáèòåëè;;;X
NAME_INTERCEPTOR;Interceptors;Intercepteur;Intercettori;Interceptores;Abfangjäger;Myœliwiec przechwytuj¹cy;;Ïåðåõâàò÷èêè;;;X
NAME_MULTI_ROLE;Fighters;Chasseur;Caccia;Cazas;Mehrzweckjäger;Myœliwiec wielozadaniowy;;Ìíîãîö. èñòðåáèòåëè;;;X
NAME_ESCORT;Escort Fighters;Chasseur d'escorte;Caccia di scorta;Cazas de escolta;Begleitjäger;Myœliwiec eskortuj¹cy;;Èñòðåáèòåëè ñîïðîâîæ.;;;X
NAME_STRATEGIC_BOMBER;Strategic Bombers;Bombardier strat.;Bomb. strategico;Bomb. Estratégico;Strategische Bomber;Bombowiec strategiczny;;Ñòðàò. áîìáàðä.;;;X
NAME_TACTICAL_BOMBER;Tactical Bombers;Bombardier tactique;Bomb. tattico;Bomb. Táctico;Taktische Bomber;Bombowiec taktyczny;;Òàêòè÷. áîìáàðä.;;;X
NAME_NAVAL_BOMBER;Naval Bomber;Bombardier naval;Bomb. navale;Bomb. naval;Marinebomber;Bombowiec okrêtowy;;Ìîðñê. áîìáàðä.;;;X
NAME_TRANSPORT_PLANE;Transport Planes;Avion de transport;Aerei da trasporto;Aviones de transporte;Transportflugzeuge;Samoloty transportowe;;Òðàíñï. ñàìîëåòû;;;X
NAME_BATTLESHIP;Battleship;Cuirassé;Corazzata;Acorazado;Schlachtschiff;Pancernik;;Ëèíêîð;;;X
NAME_LIGHT_CRUISER;Light Cruiser;Croiseur léger;Incrociatore leggero;Crucero ligero;Leichter Kreuzer;Lekki kr¹¿ownik;;Ëåãêèé êðåéñåð;;;X
NAME_HEAVY_CRUISER;Heavy Cruiser;Croiseur lourd;Incrociatore pesante;Crucero pesado;Schwerer Kreuzer;Ciê¿ki kr¹¿ownik;;Òÿæåëûé êðåéñåð;;;X
NAME_BATTLECRUISER;Battlecruiser;Croiseur de bataille;Incrociatore da guerra;Crucero de batalla;Schlachtkreuzer;Kr¹¿ownik liniowy;;Ëèíåéíûé êðåéñåð;;;X
NAME_DESTROYER;Destroyers;Destroyer;Cacciatorpediniere;Destructores;Zerstörer;Niszczyciel;;Ýñìèíåö;;;X
NAME_CARRIER;Carrier;Porte-avions;Portaerei;Portaaviones;Flugzeugträger;Lotniskowiec;;Àâèàíîñåö;;;X
NAME_SUBMARINE;Submarines;Sous-marin;Sottomarino;Submarinos;U-Boote;Okrêt podwodny;;Ïîäâ. ëîäêè;;;X
NAME_TRANSPORT;Transports;Transport;Trasporto navale;Transportes;Transporter;Transportowiec;;Òðàíñïîðòû;;;X
NAME_FLYING_BOMB;Flying Bomb;Bombe volante;Bomba volante;Bomba vol.;Flugbombe;Lataj¹ca bomba;;Ñàìîëåò-ñíàðÿä;;;X
NAME_FLYING_ROCKET;Strategic Rocket;Fusée;Razzo;Cohete;Rakete;Rakieta niekierowana;;ÁÐÌÄ;;;X
NAME_BALLISTIC_MISSILE;Missile;Missile;Missile;Misil;Rakete;Rakieta balistyczna;;ÁÐÑÄ;;;X
NAME_ICBM;ICBM;Missile intercontinental;Missile intercontinentale;ICBM;ICBM;ICBM;;ÌÁÐ;;;X
NAME_ARTILLERY;Artillery Brigade;Brigade d'artillerie;Brigata artiglieri;Brigada artilleros;Artilleriebrigade;Artyleria;;Ïîëåâàÿ àðòèëëåðèÿ;;;X
NAME_SP_ARTILLERY;Self-Propelled Artillery;Artillerie AM;Artiglieria a propulsione;Artillería autopropulsada;Selbstangetrieb. Artillerie;Artyleria samobie¿na;;ÑÀÓ;;;X
NAME_TANK_DESTROYER;Tank Destroyer;Chasseur de chars;Caccia Carri;Cazacarros;Jagdpanzer;Niszczyciel czo³gów;;ÑõÏÒÎ;;;X
NAME_HEAVY_ARMOR;Heavy Armored;Blindé lourd;Corazzato pesante;Blindada pesada;Schwere Panzer;Ciê¿ki czo³g;;Òÿæåëûé òàíê;;;X
NAME_SUPER_HEAVY_ARMOR;Super Heavy Armored;Blindé ultra lourd;Corazzato ultra-pesante;Blindada superpesada;Superschwere Panzer;Bardzo ciê¿ki czo³g;;Ñâåðõòÿæ. òàíê;;;X
NAME_ARMORED_CAR;Armored Car;Véhicule blindé;Autoblinda;Vehículo blindado;Panzerwagen;Pojazd pancerny;;Áðîíåàâòîìîáèëü;;;X
NAME_POLICE;Police;Police;Polizia;Policía;Polizei;Policja;;Ïîëèöèÿ;;;X
NAME_ANTIAIR;Anti-aircraft Brigade;Brigade DCA;Brigata contraerea;Brigada antiaérea;Flugabwehrbrigade;Brygada przeciwlotnicza;;Çåíèòíàÿ áðèãàäà;;;X
NAME_ENGINEER;Engineer Brigade;Brigade du génie;Brigata genieri;Brigada ingenieros;Pionierbrigade;Brygada in¿ynieryjna;;Èíæåíåðíî-ñàïåðí. áðèã.;;;X
NAME_CAS;Close Air Support;Bombardier en piqué;Supporto aereo ravvicinato;Apoyo aéreo próxima.;Sturzkampfbomber;Bezpoœrednie wsparcie z powietrza;;Øòóðìîâèêè;;;X
NAME_CAG;Carrier Air Group;Escadrille aéro-navale;Squadroni aerei imbarcati;Grupo aeronaval embarcado;Flugzeugträgerstaffel;Lotnicza grupa pok³adowa;;Ïàëóáíàÿ àâèàãðóïïà;;;X
NAME_LCAG;Light Carrier Air Group;Escadrille aéro-navale;Squadroni aerei imbarcati;Grupo aeronaval embarcado;Flugzeugträgerstaffel;Lotnicza grupa pok³adowa;;Ïàëóáíàÿ àâèàãðóïïà;;;X
NAME_ESCORT_CARRIER;Escort Carrier;Porte-avions d'escorte;Portaerei di scorta;Portaaviones de escolta;Geleitträger;Eskortowac lotniskowiec ;;Ëåãêèé àâèàíîñåö;;;X
NAME_LIGHT_CARRIER;Light Carrier;Porte-avions léger;Portaerei Leggera;Portaaviones ligero;Leichter Flugzeugträger;Lekki lotniskowiec ;;Ëåãêèé àâèàíîñåö;;;X
NAME_NUCLEAR_SUBMARINE;Heavy Submarine;Sous-marin lourd;Sottomarino pesante;Submarino Pesado;Schw. U-Boot;Ciê¿ki okrêt podwodny;;Òÿæåëàÿ ïîäëîäêà;;;X
NAME_LIGHT_ARMOR_BRI;Light Armored Brigade;Blindé léger;Corazzato leggero;Blindada ligera;Leichte Panzerbrigade;Lekka pancerna;;Ëåãêîòàíêîâàÿ áðèãàäà;;;X
SNAME_LIGHTWEIGHTFIGHTER;L. Fighter;L. Fighter;L. Fighter;L. Fighter;L. Fighter;L. Fighter;;L. Fighter;;;X
SNAME_MIRV;MIRV;MIRV;MIRV;MIRV;MIRV;MIRV;;MIRV;;;X
SNAME_HELOCAG;Helo. CAG;Helo. CAG;Helo. CAG;Helo. CAG;Helo. CAG;Helo. CAG;;Helo. CAG;;;X
SNAME_ARMDBOX;ABL & AGM;ABL;ABL;ABL;ABL;ABL;;ABL;;;X
SNAME_VSTOLPLANE;VSTOL;VSTOL;VSTOL;VSTOL;VSTOL;VSTOL;;VSTOL;;;X
SNAME_AWACSPLANE;AWACS;AWACS;AWACS;AWACS;AWACS;AWACS;;AWACS;;;X
SNAME_REFUELPLANE;Rf. Plane;Rf. Plane;Rf. Plane;Rf. Plane;Rf. Plane;Rf. Plane;;Rf. Plane;;;X
SNAME_HACAG;HAC CAG;HAC CAG;HAC CAG;HAC CAG;HAC CAG;HAC CAG;;HAC CAG;;;X
SNAME_NAVALCOMMANDO;Nav. Com.;Nav. Com.;Nav. Com.;Nav. Com.;Nav. Com.;Nav. Com.;;Nav. Com.;;;X
SNAME_CIWS;CIWS;CIWS;CIWS;CIWS;CIWS;CIWS;;CIWS;;;X
SNAME_MISSILECORVETTE;Miss. Cvt.;Miss. Cvt.;Miss. Cvt.;Miss. Cvt.;Miss. Cvt.;Miss. Cvt.;;Miss. Cvt.;;;X
SNAME_GUNCORVETTE;ASW Cvt.;ASW Cvt.;ASW Cvt.;ASW Cvt.;ASW Cvt.;ASW Cvt.;;ASW Cvt.;;;X
SNAME_ANTITANKGUN;AT Gun;AT Gun;AT Gun;AT Gun;AT Gun;AT Gun;;AT Gun;;;X
SNAME_LANDKREUZER;L. Cr.;L. Cr.;L. Cr.;L. Cr.;L. Cr.;L. Cr.;;L. Cr.;;;X
SNAME_SPECFORC;SF;SF;SF;SF;SF;SF;;SF;;;X
SNAME_LARGEASWDD;L. ASW;L. ASW;L. ASW;L. ASW;L. ASW;L. ASW;;L. ASW;;;X
SNAME_DDG;DDG;DDG;DDG;DDG;DDG;DDG;;DDG;;;X
SNAME_FRIGATE;Frg.;Frg.;Frg.;Frg.;Frg.;Frg.;;Frg.;;;X
SNAME_SSBN;SSBN;SSBN;SSBN;SSBN;SSBN;SSBN;;SSBN;;;X
SNAME_NUCATTACKSUB;SSN;SSN;SSN;SSN;SSN;SSN;;SSN;;;X
SNAME_NUCLEARCRUISER;CG-N;CG-N;CG-N;CG-N;CG-N;CG-N;;CG-N;;;X
SNAME_AIRASSBRIG;Air Ass. Bde.;Air Ass. Bde.;Air Ass. Bde.;Air Ass. Bde.;Air Ass. Bde.;Air Ass. Bde.;;Air Ass. Bde.;;;X
SNAME_AIRASSAULTDIVISION;Air Ass. Div.;Air Ass. Div.;Air Ass. Div.;Air Ass. Div.;Air Ass. Div.;Air Ass. Div.;;Air Ass. Div.;;;X
SNAME_FIXEDWINGGUNSHIP;FW Gship.;FW Gship.;FW Gship.;FW Gship.;FW Gship.;FW Gship.;;FW Gship.;;;X
SNAME_COINPLANE;COIN Plane;COIN Plane;COIN Plane;COIN Plane;COIN Plane;COIN Plane;;COIN Plane;;;X
SNAME_ATT_HELO;Att. Helo.;Att. Helo.;Att. Helo.;Att. Helo.;Att. Helo.;Att. Helo.;;Att. Helo.;;;X
SNAME_NAVHELO;Nav.Helo.;N.Hl;N.Hl;N.Hl;N.Hl;N.Hl;;N.Hl;;;X
SNAME_ARTILLERY;Art;Art;Art;Art;Art.;Art.;;Àðò.;;;X
SNAME_SP_ARTILLERY;SP Art;Art. AM;Art AP;Art APr;Art.(Sfl);Art. s-b.;;ÑÀÓ;;;X
SNAME_TANK_DESTROYER;SP AT;AC AM;AC S;CCa APr;Jgd.Pz.;Niszcz. cz.;;ÑõÏÒÎ;;;X
SNAME_HEAVY_ARMOR;H Arm;Blind. Ld;Cor P;Bli P;Schw.Pz.;C. cz.;;Ò.Òàíê.;;;X
SNAME_SUPER_HEAVY_ARMOR;SH Arm;Blind. ULd;Cor UP;Bli SPe;Sschw.Pz;B.c. cz.;;Ñâò.Òàíê.;;;X
SNAME_ARMORED_CAR;AC;V bl.;AC;Veh bli;Aukl.;P.p.;;ÁÀ;;;X
SNAME_ANTIAIR;AA;(DCA);CA;AA;FLAK;P-lot.;;ÏÂÎ;;;X
SNAME_ENGINEER;Eng;(Génie);G;Ing;Pio.;In¿.;;Èíæ.;;;X
SNAME_POLICE;Pol;Pol.;Pol;Pol;Polizei;Pol.;;Ïîëèö.;;;X
SNAME_LIGHT_ARMOR_BRI;L-A;B-L;B-L;Bli Lig;L. Pz;L. Cz.;;Ë.Ò.(áðèã.);;;X
SNAME_CAS;CAS;BEP;CAS;AAP;Stuka;CAS;;Øòóðì.;;;X
SNAME_CAG;CAG;EAN;CAG;GAE;CAG;CAG;;ÏÀÃ;;;X
SNAME_LCAG;LCAG;EAN;LCAG;GAE;LCAG;LCAG;;ÏÀÃ;;;X
SNAME_INFANTRY;Inf;Inf.;Fan;Inf;Inf.;Piech.;;Ïåõ.;;;X
SNAME_CAVALRY;Cav;Cav.;Cav;Cab;Kav.;Kaw.;;Êàâ.;;;X
SNAME_MOTORIZED;Mot;Mot.;Mot;Mot;Mot.;Zmot.;;Ìîò.;;;X
SNAME_MECHANIZED;Mec;Méca.;Mec;Mec;Mech.;Zmech.;;Ìåõ.;;;X
SNAME_LIGHT_ARMOR;L Arm;Bl.Lég.;Cor L;Bli L;le.Pz.;L. cz.;;Ëåãê.òàíê.;;;X
SNAME_ARMOR;Arm;Bl.;Cor;Bli;Pz.;Cz.;;Ñðåäí.òàíê.;;;X
SNAME_PARATROOPER;Par;Paras;Par;Par;FJ;Spad.;;ÂÄÂ;;;X
SNAME_MARINE;Mar;Amph.;Mar;Mar;Mar.;Mor.;;Ìîð.ïåõ.;;;X
SNAME_BERGSJAEGER;Mtn;Alp.;Alp;Mon;Geb.;Gór.;;Ãîðí.;;;X
SNAME_GARRISON;Gar;Gar.;Pres;Gua;Garn.;Gar.;;Ãàðí.;;;X
SNAME_HQ;HQ;QG;QG;EM;HQ;HQ;;Øòàá;;;X
SNAME_INTERCEPTOR;Int F;Ch.Int.;C Int;Ca Int;AJ;Myœl. przechw.;;Ïåðåõâ.;;;X
SNAME_MULTI_ROLE;Ftr;Cha.;Fig;Ca;MZJ;Myœl.;;Èñòð.;;;X
SNAME_ESCORT;Esc F;Ch.Esc.;C Sc;Ca Esc;BJ;Myœl. esk.;;Èñòð.ñîïð.;;;X
SNAME_STRATEGIC_BOMBER;Str;B.Strat;Str;Est;StraBo;Strat.;;Ñòð.áîìá.;;;X
SNAME_TACTICAL_BOMBER;Tac;B.Tac.;Tat;Tác;TaBo;Takt.;;Òàê.áîìá.;;;X
SNAME_NAVAL_BOMBER;Nav;B.Nav.;Nav;Nav;MaBo;Okr.;;Ìîð.áîìá.;;;X
SNAME_TRANSPORT_PLANE;Tra;Av.Tra.;Trs;A Tra;Transp.;Trn.;;Àâèàòð.;;;X
SNAME_BATTLESHIP;BB;Cuir.;CO;Aco;Schlachts.;BB;;Ëèíê.;;;X
SNAME_CRUISER;CA;Crois.;IN;Cru;Kreuzer;CA;;Êð.;;;X
SNAME_LIGHT_CRUISER;CL;Cr.Lég.;IL;Cru L;le.Kr.;CL;;Ë.Êð.;;;X
SNAME_HEAVY_CRUISER;CA;Cr.Ld.;IN;Cru P;Schw.Kr.;CA;;Ò.Êð.;;;X
SNAME_BATTLECRUISER;BC;Cr.Bat.;IN G;Cru Bat;Schl.Kr.;BC;;Ëèí.Êð.;;;X
SNAME_DESTROYER;DD;Destr.;CT;Des;Zerst.;DD;;Ýñì.;;;X
SNAME_CARRIER;CV;PA;PA;PAv;Träger;CV;;Àâèàí.;;;X
SNAME_SUBMARINE;SUB;SM;SM;Sub;SUB;SS;;Ïîäë.;;;X
SNAME_TRANSPORT;TP;Nav.Tra.;TR;B Tra;TP;TP;;Òðàíñï.;;;X
SNAME_FLYING_BOMB;F-B;V1;V1;V1;V1;V1;;Ôàó-1;;;X
SNAME_FLYING_ROCKET;BM;V2;V2;V2;V2;V2;;Ðàêåòà;;;X
SNAME_MILITIA;Mil;Milice;Mil;Mil;Miliz;Boj.;;Îïîë÷.;;;X
SNAME_ESCORT_CARRIER;CVE;(Porte-av. E);CVE;Portaav E;CVE;CVE;;Ëåãê. àâèàíîñåö;;;X
SNAME_LIGHT_CARRIER;CVL;(Porte-av. L);CVL;Portaav L;CVL;CVL;;Ëåãê. àâèàíîñåö;;;X
SNAME_NUCLEAR_SUBMARINE;H SUB;SS.L;H SUB;H SUB;H SUB;Ciê¿. OP;;ÒÏË;;;X
SDESC_LIGHTWEIGHTFIGHTER;Light Weight Fighter;Light Weight Fighter;Light Weight Fighter;Light Weight Fighter;Light Weight Fighter;Light Weight Fighter;;Light Weight Fighter;;;X
SDESC_MIRV;Multiple independently targetable reentry vehicle;Multiple independently targetable reentry vehicle;Multiple independently targetable reentry vehicle;Multiple independently targetable reentry vehicle;Multiple independently targetable reentry vehicle;Multiple independently targetable reentry vehicle;;Multiple independently targetable reentry vehicle;;;X
SDESC_HELOCAG;Helicopter CAG;Helicopter CAG;Helicopter CAG;Helicopter CAG;Helicopter CAG;Helicopter CAG;;Helicopter CAG;;;X
SDESC_ARMDBOX;Armoured Box Launcher & Anti Ship Missiles;Armoured Box Launcher;Armoured Box Launcher;Armoured Box Launcher;Armoured Box Launcher;Armoured Box Launcher;;Armoured Box Launcher;;;X
SDESC_VSTOLPLANE;VSTOL Airplane;VSTOL Airplane;VSTOL Airplane;VSTOL Airplane;VSTOL Airplane;VSTOL Airplane;;VSTOL Airplane;;;X
SDESC_AWACSPLANE;AWACS Airplane Squadron;AWACS Airplane Squadron;AWACS Airplane Squadron;AWACS Airplane Squadron;AWACS Airplane Squadron;AWACS Airplane Squadron;;AWACS Airplane Squadron;;;X
SDESC_REFUELPLANE;Refuelling Aircraft Squadron;Refuelling Aircraft Squadron;Refuelling Aircraft Squadron;Refuelling Aircraft Squadron;Refuelling Aircraft Squadron;Refuelling Aircraft Squadron;;Refuelling Aircraft Squadron;;;X
SDESC_HACAG;Heavy Aviation Cruiser Carrier Aeroembarked Group;Heavy Aviation Cruiser Carrier Aeroembarked Group;Heavy Aviation Cruiser Carrier Aeroembarked Group;Heavy Aviation Cruiser Carrier Aeroembarked Group;Heavy Aviation Cruiser Carrier Aeroembarked Group;Heavy Aviation Cruiser Carrier Aeroembarked Group;;Heavy Aviation Cruiser Carrier Aeroembarked Group;;;X
SDESC_NAVALCOMMANDO;Naval Commando Brigade;Naval Commando Brigade;Naval Commando Brigade;Naval Commando Brigade;Naval Commando Brigade;Naval Commando Brigade;;Naval Commando Brigade;;;X
SDESC_CIWS;Close-in weapon system;Close-in weapon system;Close-in weapon system;Close-in weapon system;Close-in weapon system;Close-in weapon system;;Close-in weapon system;;;X
SDESC_MISSILECORVETTE;Missile Corvette Flotilla;Missile Corvette Flotilla;Missile Corvette Flotilla;Missile Corvette Flotilla;Missile Corvette Flotilla;Missile Corvette Flotilla;;Missile Corvette Flotilla;;;X
SDESC_GUNCORVETTE;ASW Corvette Flotilla;ASW Corvette Flotilla;ASW Corvette Flotilla;ASW Corvette Flotilla;ASW Corvette Flotilla;ASW Corvette Flotilla;;ASW Corvette Flotilla;;;X
SDESC_ANTITANKGUN;Anti Tank Gun Brigade;Anti Tank Gun Brigade;Anti Tank Gun Brigade;Anti Tank Gun Brigade;Anti Tank Gun Brigade;Anti Tank Gun Brigade;;Anti Tank Gun Brigade;;;X
SDESC_LANDKREUZER;Land Cruiser;Land Cruiser;Land Cruiser;Land Cruiser;Land Cruiser;Land Cruiser;;Land Cruiser;;;X
SDESC_SPECFORC;Special Forces Brigade;Special Forces Brigade;Special Forces Brigade;Special Forces Brigade;Special Forces Brigade;Special Forces Brigade;;Special Forces Brigade;;;X
SDESC_LARGEASWDD;Large ASW Ship;Large ASW Ship;Large ASW Ship;Large ASW Ship;Large ASW Ship;Large ASW Ship;;Large ASW Ship;;;X
SDESC_DDG;Guided Missile Destroyer;Guided Missile Destroyer;Guided Missile Destroyer;Guided Missile Destroyer;Guided Missile Destroyer;Guided Missile Destroyer;;Guided Missile Destroyer;;;X
SDESC_FRIGATE;Frigate Flotilla;Frigate Flotilla;Frigate Flotilla;Frigate Flotilla;Frigate Flotilla;Frigate Flotilla;;Frigate Flotilla;;;X
SDESC_SSBN;Ballistic Missile Submarine;Ballistic Missile Submarine;Ballistic Missile Submarine;Ballistic Missile Submarine;Ballistic Missile Submarine;Ballistic Missile Submarine;;Ballistic Missile Submarine;;;X
SDESC_NUCATTACKSUB;Nuclear Attack Submarine;Nuclear Attack Submarine;Nuclear Attack Submarine;Nuclear Attack Submarine;Nuclear Attack Submarine;Nuclear Attack Submarine;;Nuclear Attack Submarine;;;X
SDESC_NUCLEARCRUISER;Nuclear Missile Cruiser;Nuclear Missile Cruiser;Nuclear Cruiser;Nuclear Cruiser;Nuclear Cruiser;Nuclear Cruiser;;Nuclear Cruiser;;;X
SDESC_AIRASSBRIG;Air Assault Brigade;Air Assault Brigade;Air Assault Brigade;Air Assault Brigade;Air Assault Brigade;Air Assault Brigade;;Air Assault Brigade;;;X
SDESC_AIRASSAULTDIVISION;Air Assault Division;Air Assault Division;Air Assault Division;Air Assault Division;Air Assault Division;Air Assault Division;;Air Assault Division;;;X
SDESC_FIXEDWINGGUNSHIP;Fixed-wing gunship;Fixed-wing gunship;Fixed-wing gunship;Fixed-wing gunship;Fixed-wing gunship;Fixed-wing gunship;;Fixed-wing gunship;;;X
SDESC_COINPLANE;Counter-insurgency aircraft;Counter-insurgency aircraft;Counter-insurgency aircraft;Counter-insurgency aircraft;Counter-insurgency aircraft;Counter-insurgency aircraft;;Counter-insurgency aircraft;;;X
SDESC_ATT_HELO;Attack Helicopter;Attack Helicopter;Attack Helicopter;Attack Helicopter;Attack Helicopter;Attack Helicopter;;Attack Helicopter;;;X
SDESC_NAVHELO;Naval Helicopter;Naval Helicopter;Naval Helicopter;Naval Helicopter;Naval Helicopter;Naval Helicopter;;Naval Helicopter;;;X
SDESC_INFANTRY;Infantry Division;Division d'infanterie;Divisione di fanteria;División infant.;Infanteriedivision;Dywizja piechoty;;Ïåõîòíàÿ äèâèçèÿ;;;X
